sentence_number	batch	model	prompt	temperature	bertscore_precision	bertscore_recall	bertscore_f1	CHRF	COMET
28	5	ChatGPT 4	prompt3	0.45	0.7813712954521179	0.8737788796424866	0.8249955177307129	38.00376884265436	0.9233179688453674
29	5	ChatGPT 4	prompt3	0.45	1.000000238418579	1.000000238418579	1.000000238418579	100.0	0.9875254034996033
30	5	ChatGPT 4	prompt3	0.45	0.9999997615814209	0.9999997615814209	0.9999997615814209	100.0	0.9859870076179504
31	5	ChatGPT 4	prompt3	0.45	1.0000001192092896	1.0000001192092896	1.0000001192092896	100.0	0.9899653792381287
32	5	ChatGPT 4	prompt3	0.45	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
33	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9943715929985046
34	5	ChatGPT 4	prompt3	0.45	0.9809451103210449	0.977276623249054	0.9791074395179749	85.8086124175946	0.9003549218177795
35	5	ChatGPT 4	prompt3	0.45	0.9013251066207886	0.8659782409667969	0.8832982182502747	59.00516675125467	0.8980890512466431
36	5	ChatGPT 4	prompt3	0.45	0.9144510626792908	0.9189732074737549	0.9167065620422363	66.25971193950686	0.7452948093414307
37	5	ChatGPT 4	prompt3	0.45	0.8512664437294006	0.8832947015762329	0.8669848442077637	41.47278913638714	0.6715637445449829
38	5	ChatGPT 4	prompt3	0.45	0.9099483489990234	0.9231492877006531	0.9165012240409851	68.38133830980408	0.9063510298728943
39	5	ChatGPT 4	prompt3	0.45	0.828330934047699	0.8055676817893982	0.8167906999588013	47.87436165948606	0.8479206562042236
40	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9866815805435181
41	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9891265630722046
42	5	ChatGPT 4	prompt3	0.45	0.732332706451416	0.7871602773666382	0.7587573528289795	62.06647041588435	0.8396087884902954
43	5	ChatGPT 4	prompt3	0.45	0.9999998807907104	0.9999998807907104	0.9999998807907104	100.0	0.9898729920387268
44	5	ChatGPT 4	prompt3	0.45	0.9999998807907104	0.9999998807907104	0.9999998807907104	100.0	0.9905000329017639
45	5	ChatGPT 4	prompt3	0.45	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
46	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9943715929985046
47	5	ChatGPT 4	prompt3	0.45	0.918220043182373	0.9287158250808716	0.9234381318092346	68.5256889057238	0.8936678767204285
48	5	ChatGPT 4	prompt3	0.45	0.9635806083679199	0.9579743146896362	0.9607692360877991	76.00004297523994	0.9458139538764954
49	5	ChatGPT 4	prompt3	0.45	0.9079351425170898	0.8673744201660156	0.8871914148330688	71.23902402413714	0.8913924098014832
50	5	ChatGPT 4	prompt3	0.45	0.8512664437294006	0.8832947015762329	0.8669848442077637	41.47278913638714	0.6715637445449829
51	5	ChatGPT 4	prompt3	0.45	0.8279659748077393	0.8694645166397095	0.848207950592041	47.230720928790895	0.9089532494544983
52	5	ChatGPT 4	prompt3	0.45	0.8735438585281372	0.8529346585273743	0.8631162047386169	52.85415404851792	0.8634909987449646
53	5	ChatGPT 4	prompt3	0.45	0.9507479667663574	0.9638041853904724	0.9572315216064453	73.17088515377122	0.9673736691474915
54	5	ChatGPT 4	prompt3	0.45	0.9310860633850098	0.9412651658058167	0.936147928237915	67.76472852709833	0.9446495175361633
55	5	ChatGPT 4	prompt3	0.45	0.929360032081604	0.9271845817565918	0.9282710552215576	67.90699213432762	0.9443936347961426
56	5	ChatGPT 4	prompt3	0.45	0.8227059841156006	0.8515315055847168	0.8368706107139587	49.322467785200644	0.8959870934486389
57	5	ChatGPT 4	prompt3	0.45	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
58	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9943715929985046
59	5	ChatGPT 4	prompt3	0.45	0.8330552577972412	0.8733392357826233	0.8527217507362366	66.09480851352107	0.880749523639679
60	5	ChatGPT 4	prompt3	0.45	0.7327944040298462	0.6788871884346008	0.7048115134239197	20.88126969739233	0.49148449301719666
61	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9810548424720764
62	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9905698895454407
63	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9877201914787292
64	5	ChatGPT 4	prompt3	0.45	0.9276845455169678	0.9276845455169678	0.9276845455169678	62.80962491153574	0.8611641526222229
65	5	ChatGPT 4	prompt3	0.45	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
66	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9943715929985046
67	5	ChatGPT 4	prompt3	0.45	0.9531142711639404	0.9265991449356079	0.939669668674469	64.00562631864523	0.950827956199646
68	5	ChatGPT 4	prompt3	0.45	0.8618096709251404	0.8393446207046509	0.8504288196563721	48.39804788493595	0.814344048500061
69	5	ChatGPT 4	prompt3	0.45	0.8381853699684143	0.8086869120597839	0.8231719732284546	43.02704199042246	0.6758605241775513
70	5	ChatGPT 4	prompt3	0.45	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9907765984535217
71	5	ChatGPT 4	prompt3	0.45	0.8918931484222412	0.8961085677146912	0.8939958214759827	73.3894644366642	0.9253643155097961
72	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9750762581825256
73	5	ChatGPT 4	prompt3	0.45	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9916960597038269
74	5	ChatGPT 4	prompt3	0.45	0.8917655348777771	0.9081770777702332	0.899896502494812	54.74121863135861	0.9565933346748352
75	5	ChatGPT 4	prompt3	0.45	0.76711106300354	0.76711106300354	0.76711106300354	19.332925566238984	0.8135027289390564
76	5	ChatGPT 4	prompt3	0.45	0.8120322227478027	0.7856553792953491	0.7986260652542114	25.02558363384822	0.9295548796653748
77	5	ChatGPT 4	prompt3	0.45	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
78	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9943715929985046
79	5	ChatGPT 4	prompt3	0.45	0.9424571990966797	0.8973191976547241	0.9193344712257385	75.01240546137652	0.829511821269989
80	5	ChatGPT 4	prompt3	0.45	0.7410888671875	0.7634938359260559	0.752124547958374	36.40600942275522	0.7168304920196533
81	5	ChatGPT 4	prompt3	0.45	0.7666717767715454	0.7568389773368835	0.7617236971855164	40.365516331280816	0.698030412197113
82	5	ChatGPT 4	prompt3	0.45	0.8032009601593018	0.7930614948272705	0.7980990409851074	47.48896149444862	0.799564003944397
83	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9820341467857361
84	5	ChatGPT 4	prompt3	0.45	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9840215444564819
85	5	ChatGPT 4	prompt3	0.45	0.9999997615814209	0.9999997615814209	0.9999997615814209	100.0	0.9859870076179504
86	5	ChatGPT 4	prompt3	0.45	1.0000001192092896	1.0000001192092896	1.0000001192092896	100.0	0.9899653792381287
87	5	ChatGPT 4	prompt3	0.45	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
88	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9943715929985046
89	5	ChatGPT 4	prompt3	0.45	0.8470731973648071	0.8081932067871094	0.827176570892334	69.112034670537	0.8897587656974792
90	5	ChatGPT 4	prompt3	0.45	0.7410888671875	0.7634938359260559	0.752124547958374	36.40600942275522	0.7168304920196533
91	5	ChatGPT 4	prompt3	0.45	1.000000238418579	1.000000238418579	1.000000238418579	100.0	0.9849644899368286
92	5	ChatGPT 4	prompt3	0.45	0.9999998807907104	0.9999998807907104	0.9999998807907104	100.0	0.9811449646949768
93	5	ChatGPT 4	prompt3	0.45	0.9999997615814209	0.9999997615814209	0.9999997615814209	100.0	0.9859870076179504
94	5	ChatGPT 4	prompt3	0.45	1.0000001192092896	1.0000001192092896	1.0000001192092896	100.0	0.9899653792381287
95	5	ChatGPT 4	prompt3	0.45	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
96	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9943715929985046
97	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9846649765968323
98	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9818198084831238
99	5	ChatGPT 4	prompt3	0.45	0.8523237705230713	0.8256068825721741	0.8387526869773865	57.62358389566129	0.8756886124610901
100	5	ChatGPT 4	prompt3	0.45	1.0000001192092896	1.0000001192092896	1.0000001192092896	100.0	0.9847012758255005
101	5	ChatGPT 4	prompt3	0.45	0.8441611528396606	0.8146718740463257	0.829154372215271	55.44818651103729	0.886842668056488
102	5	ChatGPT 4	prompt3	0.45	0.9999998807907104	0.9999998807907104	0.9999998807907104	100.0	0.9904242157936096
103	5	ChatGPT 4	prompt3	0.45	1.000000238418579	1.000000238418579	1.000000238418579	100.0	0.9887333512306213
104	5	ChatGPT 4	prompt3	0.45	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9896733164787292
105	5	ChatGPT 4	prompt3	0.45	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
106	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9943715929985046
107	5	ChatGPT 4	prompt3	0.45	0.9017170667648315	0.889417827129364	0.8955252170562744	75.34617117343416	0.927558958530426
108	5	ChatGPT 4	prompt3	0.45	0.9426240921020508	0.9570834040641785	0.9497987031936646	76.88350938569002	0.9415640234947205
109	5	ChatGPT 4	prompt3	0.45	0.8090184926986694	0.7950881123542786	0.8019927740097046	46.46618759711896	0.9123072028160095
110	5	ChatGPT 4	prompt3	0.45	0.9280701875686646	0.891676127910614	0.9095092415809631	60.3050990734026	0.94497150182724
111	5	ChatGPT 4	prompt3	0.45	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
112	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9943715929985046
113	5	ChatGPT 4	prompt3	0.45	0.9495998024940491	0.9389668107032776	0.9442533850669861	86.41559078617509	0.9129464030265808
114	5	ChatGPT 4	prompt3	0.45	0.9772573113441467	0.989866316318512	0.9835214018821716	94.45281019937777	0.9614576697349548
115	5	ChatGPT 4	prompt3	0.45	0.7481834888458252	0.708786129951477	0.7279521822929382	32.12042853194759	0.5672875046730042
116	5	ChatGPT 4	prompt3	0.45	0.9651676416397095	0.9422157406806946	0.9535536170005798	84.13262788847467	0.9663715958595276
117	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9814565777778625
118	5	ChatGPT 4	prompt3	0.45	0.9801735877990723	0.9801735877990723	0.9801735877990723	89.14119902462402	0.9489423036575317
119	5	ChatGPT 4	prompt3	0.45	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
120	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9943715929985046
121	5	ChatGPT 4	prompt3	0.45	0.7937756776809692	0.8239043951034546	0.8085594773292542	44.235614755296154	0.8438091278076172
122	5	ChatGPT 4	prompt3	0.45	0.703654944896698	0.7114887833595276	0.7075501680374146	30.128561042767245	0.6639888882637024
123	5	ChatGPT 4	prompt3	0.45	0.8989184498786926	0.874333381652832	0.8864555358886719	60.2469086305971	0.9266742467880249
124	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9866815805435181
125	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9891265630722046
126	5	ChatGPT 4	prompt3	0.45	0.732332706451416	0.7871602773666382	0.7587573528289795	62.06647041588435	0.8396087884902954
127	5	ChatGPT 4	prompt3	0.45	0.9999998807907104	0.9999998807907104	0.9999998807907104	100.0	0.9898729920387268
128	5	ChatGPT 4	prompt3	0.45	0.9999998807907104	0.9999998807907104	0.9999998807907104	100.0	0.9905000329017639
129	5	ChatGPT 4	prompt3	0.45	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
130	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9943715929985046
131	5	ChatGPT 4	prompt3	0.45	0.8773316144943237	0.862703263759613	0.8699559569358826	65.75447567069813	0.7279120683670044
132	5	ChatGPT 4	prompt3	0.45	0.8512664437294006	0.8832947015762329	0.8669848442077637	41.47278913638714	0.6715637445449829
133	5	ChatGPT 4	prompt3	0.45	0.8495683670043945	0.8664153218269348	0.8579091429710388	45.60948051613132	0.8516346216201782
134	5	ChatGPT 4	prompt3	0.45	0.7813819646835327	0.823805570602417	0.8020331263542175	41.883776814972606	0.894775927066803
135	5	ChatGPT 4	prompt3	0.45	0.8792421817779541	0.8199180364608765	0.8485444784164429	44.63203161110588	0.8791147470474243
136	5	ChatGPT 4	prompt3	0.45	0.8294575810432434	0.7825111746788025	0.805300772190094	37.768161388445996	0.9344386458396912
137	5	ChatGPT 4	prompt3	0.45	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
138	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9943715929985046
139	5	ChatGPT 4	prompt3	0.45	0.8728681802749634	0.8423119187355042	0.8573178648948669	53.812023747129686	0.8757749199867249
140	5	ChatGPT 4	prompt3	0.45	0.8737959265708923	0.8463255763053894	0.8598414063453674	58.74634721531462	0.771399974822998
141	5	ChatGPT 4	prompt3	0.45	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9907280206680298
142	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9854109883308411
143	5	ChatGPT 4	prompt3	0.45	0.8053783178329468	0.7751820087432861	0.7899917364120483	40.02713038683816	0.9010968208312988
144	5	ChatGPT 4	prompt3	0.45	0.7013140320777893	0.7118251919746399	0.7065305113792419	13.027666706641044	0.5839106440544128
145	5	ChatGPT 4	prompt3	0.45	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9877792000770569
146	5	ChatGPT 4	prompt3	0.45	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
147	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9943715929985046
148	5	ChatGPT 4	prompt3	0.45	0.8398841023445129	0.8958477973937988	0.866963803768158	84.69425103926595	0.9103475213050842
149	5	ChatGPT 4	prompt3	0.45	0.8842334747314453	0.889744222164154	0.8869802355766296	62.8391362922297	0.9157492518424988
150	5	ChatGPT 4	prompt3	0.45	0.9405598640441895	0.9251816272735596	0.9328073859214783	76.92823670254971	0.947466254234314
151	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9866815805435181
152	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9891265630722046
153	5	ChatGPT 4	prompt3	0.45	0.732332706451416	0.7871602773666382	0.7587573528289795	62.06647041588435	0.8396087884902954
154	5	ChatGPT 4	prompt3	0.45	0.9999998807907104	0.9999998807907104	0.9999998807907104	100.0	0.9898729920387268
155	5	ChatGPT 4	prompt3	0.45	0.9999998807907104	0.9999998807907104	0.9999998807907104	100.0	0.9905000329017639
156	5	ChatGPT 4	prompt3	0.45	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
157	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9943715929985046
158	5	ChatGPT 4	prompt3	0.45	0.9623200297355652	0.9332159757614136	0.9475446343421936	73.66846984708924	0.9102980494499207
159	5	ChatGPT 4	prompt3	0.45	0.8651477098464966	0.8759388327598572	0.8705098628997803	59.492890816067614	0.8876321911811829
160	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9824785590171814
161	5	ChatGPT 4	prompt3	0.45	0.8512664437294006	0.8832947015762329	0.8669848442077637	41.47278913638714	0.6715637445449829
162	5	ChatGPT 4	prompt3	0.45	0.9030443429946899	0.9480329751968384	0.9249919652938843	83.03950523990463	0.9351203441619873
163	5	ChatGPT 4	prompt3	0.45	0.7650014758110046	0.7908613085746765	0.7777165174484253	50.2841737064138	0.8444927334785461
164	5	ChatGPT 4	prompt3	0.45	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9878422617912292
165	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9813385009765625
166	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9883447289466858
167	5	ChatGPT 4	prompt3	0.45	0.886623740196228	0.886623740196228	0.886623740196228	19.755838517863427	0.9026514887809753
168	5	ChatGPT 4	prompt3	0.45	0.8985819816589355	0.8985819816589355	0.8985819816589355	67.23185459091977	0.9626121520996094
169	5	ChatGPT 4	prompt3	0.45	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
170	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9943715929985046
171	5	ChatGPT 4	prompt3	0.45	0.8152514100074768	0.8066684603691101	0.810937225818634	52.41558663385766	0.8472158312797546
172	5	ChatGPT 4	prompt3	0.45	0.818721354007721	0.886978030204773	0.851483941078186	53.27310504893208	0.8387558460235596
173	5	ChatGPT 4	prompt3	0.45	0.8637082576751709	0.8291944265365601	0.8460994958877563	58.83817614205829	0.8449429869651794
174	5	ChatGPT 4	prompt3	0.45	0.8577969074249268	0.8259414434432983	0.8415678143501282	57.19204061457807	0.8050339818000793
175	5	ChatGPT 4	prompt3	0.45	0.8171965479850769	0.8214486837387085	0.8193171620368958	37.93308551368644	0.8935802578926086
176	5	ChatGPT 4	prompt3	0.45	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
177	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9943715929985046
178	5	ChatGPT 4	prompt3	0.45	0.8137028217315674	0.8591536283493042	0.8358107805252075	49.73888740642893	0.8492462038993835
179	5	ChatGPT 4	prompt3	0.45	0.7852973937988281	0.80345219373703	0.7942709922790527	61.80917497835987	0.7961914539337158
180	5	ChatGPT 4	prompt3	0.45	0.8512664437294006	0.8832947015762329	0.8669848442077637	41.47278913638714	0.6715637445449829
181	5	ChatGPT 4	prompt3	0.45	0.8659459948539734	0.8283541798591614	0.8467330932617188	51.49069366362984	0.8433032631874084
182	5	ChatGPT 4	prompt3	0.45	1.0000001192092896	1.0000001192092896	1.0000001192092896	100.0	0.9890469908714294
183	5	ChatGPT 4	prompt3	0.45	0.717478334903717	0.652960479259491	0.6837007403373718	20.925030903708944	0.7422651648521423
184	5	ChatGPT 4	prompt3	0.45	0.9346663951873779	0.8737625479698181	0.9031888842582703	56.70997971803937	0.9277299642562866
185	5	ChatGPT 4	prompt3	0.45	0.7611756324768066	0.7149636745452881	0.7373462915420532	18.506191605772525	0.7471492886543274
186	5	ChatGPT 4	prompt3	0.45	0.8649357557296753	0.7588099837303162	0.808404803276062	31.92437129204907	0.6330416798591614
187	5	ChatGPT 4	prompt3	0.45	0.9399387240409851	0.9399387240409851	0.9399387240409851	60.19597905827143	0.9639843106269836
188	5	ChatGPT 4	prompt3	0.45	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
189	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9943715929985046
190	5	ChatGPT 4	prompt3	0.45	0.8687793016433716	0.8317947387695312	0.8498848676681519	54.757493852778	0.9022958278656006
191	5	ChatGPT 4	prompt3	0.45	0.8437373638153076	0.803007960319519	0.8228690028190613	57.44666952194275	0.760391891002655
192	5	ChatGPT 4	prompt3	0.45	0.7312445640563965	0.7232850790023804	0.7272430658340454	30.60876815867199	0.8204394578933716
193	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9820767641067505
194	5	ChatGPT 4	prompt3	0.45	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9895122051239014
195	5	ChatGPT 4	prompt3	0.45	0.9120160341262817	0.9166792035102844	0.9143416285514832	71.40269161123327	0.9338798522949219
196	5	ChatGPT 4	prompt3	0.45	0.7621548175811768	0.7483494281768799	0.7551890015602112	35.11850956176702	0.8829887509346008
197	5	ChatGPT 4	prompt3	0.45	0.8519081473350525	0.8354208469390869	0.843583881855011	35.11850956176702	0.6779604554176331
198	5	ChatGPT 4	prompt3	0.45	0.8983017206192017	0.8843756318092346	0.8912842869758606	37.171408257282835	0.8217856287956238
199	5	ChatGPT 4	prompt3	0.45	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
200	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9943715929985046
201	5	ChatGPT 4	prompt3	0.45	0.7863196134567261	0.7661011815071106	0.7760787010192871	46.504407174908884	0.8271518349647522
202	5	ChatGPT 4	prompt3	0.45	0.919333279132843	0.8654922246932983	0.8916006684303284	44.553112680635756	0.904007613658905
203	5	ChatGPT 4	prompt3	0.45	0.8039417862892151	0.7679702043533325	0.7855443954467773	51.46210475983369	0.8048726916313171
204	5	ChatGPT 4	prompt3	0.45	0.970464825630188	0.970464825630188	0.970464825630188	88.46354290825073	0.9745844006538391
205	5	ChatGPT 4	prompt3	0.45	0.9830190539360046	0.9830190539360046	0.9830190539360046	94.27366887041518	0.9617742896080017
206	5	ChatGPT 4	prompt3	0.45	0.901936948299408	0.9214412569999695	0.9115847945213318	65.65348001969599	0.916071355342865
207	5	ChatGPT 4	prompt3	0.45	0.9161209464073181	0.937167763710022	0.9265248775482178	80.55331368024825	0.9270744919776917
208	5	ChatGPT 4	prompt3	0.45	0.9164003133773804	0.9367952346801758	0.926485538482666	81.1483576228868	0.9216607213020325
209	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9901397824287415
210	5	ChatGPT 4	prompt3	0.45	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
211	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9943715929985046
212	5	ChatGPT 4	prompt3	0.45	0.8820670247077942	0.8854976892471313	0.883778989315033	51.98883375785308	0.7077508568763733
213	5	ChatGPT 4	prompt3	0.45	0.7789798378944397	0.7799062728881836	0.7794427871704102	39.65300867351143	0.6460555195808411
214	5	ChatGPT 4	prompt3	0.45	0.8512664437294006	0.8832947015762329	0.8669848442077637	41.47278913638714	0.6715637445449829
215	5	ChatGPT 4	prompt3	0.45	0.8730104565620422	0.8306756019592285	0.8513171076774597	44.873127072188865	0.6490585207939148
216	5	ChatGPT 4	prompt3	0.45	0.8855957388877869	0.8782284259796143	0.8818966746330261	65.88856890110705	0.8973721861839294
217	5	ChatGPT 4	prompt3	0.45	0.8512664437294006	0.8832947015762329	0.8669848442077637	41.47278913638714	0.6715637445449829
218	5	ChatGPT 4	prompt3	0.45	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9922457933425903
219	5	ChatGPT 4	prompt3	0.45	0.819337010383606	0.7709434032440186	0.7944039106369019	19.606028646367022	0.7333870530128479
220	5	ChatGPT 4	prompt3	0.45	0.9999999403953552	0.9999999403953552	0.9999999403953552	100.0	0.9827466607093811
221	5	ChatGPT 4	prompt3	0.45	0.8763319253921509	0.8389758467674255	0.8572471737861633	37.24378826549468	0.8041785955429077
222	5	ChatGPT 4	prompt3	0.45	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
223	5	ChatGPT 4	prompt3	0.45	1.0	1.0	1.0	100.0	0.9943715929985046
224	5	ChatGPT 4	prompt3	0.45	0.798618495464325	0.8294280171394348	0.8137317299842834	50.543946822385365	0.83929044008255
225	5	ChatGPT 4	prompt3	0.45	0.8593987226486206	0.8772268891334534	0.8682212233543396	76.586637193981	0.9130933880805969
